date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:16	42883/42883	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:15%20GMT	https://digitalgraminseva.in/home/index	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/index.html	(from )
17:54:16	141/141	---M-Z	200	added ('OK')	text/plain	etag:%22c6b1c572ae41d61:0%22	https://digitalgraminseva.in/robots.txt		(from )
17:54:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2012:24:16%20GMT	https://digitalgraminseva.in/home/images/favicon.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/images/favicon.1.delayed	(from https://digitalgraminseva.in/home/index)
17:54:17	220780/220780	---M-Z	200	added ('OK')	text/css	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/css/bootstrap.min.css	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/css/bootstrap.min.css	(from https://digitalgraminseva.in/home/index)
17:54:18	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/css/aos.css	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/css/aos.css	(from https://digitalgraminseva.in/home/index)
17:54:18	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/css/owl.carousel.min.css	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/css/owl.carousel.min.css	(from https://digitalgraminseva.in/home/index)
17:54:18	44791/44791	---M-Z	200	added ('OK')	text/css	etag:%2201e331de4d5da1:0%22	https://digitalgraminseva.in/Content/HomePageV3/css/style.css	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/css/style.css	(from https://digitalgraminseva.in/home/index)
17:54:19	10098/10098	---M-Z	200	added ('OK')	text/css	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/css/responsive.css	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/css/responsive.css	(from https://digitalgraminseva.in/home/index)
17:54:19	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Jul%202024%2012:24:19%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/p1/www.googletagmanager.com/gtm.75445.delayed	(from https://digitalgraminseva.in/home/index)
17:54:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2012:24:19%20GMT	https://digitalgraminseva.in/home/tel:+91-83839-28391	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/tel_+91-83839-28391.8.delayed	(from https://digitalgraminseva.in/home/index)
17:54:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2012:24:19%20GMT	https://digitalgraminseva.in/home/mailto:support@digitalgraminseva.in	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/mailto_support@digitalgraminseva.9.delayed	(from https://digitalgraminseva.in/home/index)
17:54:21	16848/16848	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:19%20GMT	https://digitalgraminseva.in/home/about_us	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/about_us.html	(from https://digitalgraminseva.in/home/index)
17:54:21	18824/18824	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:20%20GMT	https://digitalgraminseva.in/home/contact_us	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/contact_us.html	(from https://digitalgraminseva.in/home/index)
17:54:21	2234/2234	---M--	200	added ('OK')	image/png	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/playstore.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/playstore.png	(from https://digitalgraminseva.in/home/index)
17:54:22	64333/64333	---M--	200	added ('OK')	image/png	etag:%22111a7c6fc3d3da1:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/logo.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/logo.png	(from https://digitalgraminseva.in/home/index)
17:54:23	60915/60915	---M--	200	added ('OK')	image/png	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/digital_india.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/digital_india.png	(from https://digitalgraminseva.in/home/index)
17:54:23	29134/29134	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:21%20GMT	https://digitalgraminseva.in/home/login	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/login.html	(from https://digitalgraminseva.in/home/index)
17:54:23	34004/34004	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:22%20GMT	https://digitalgraminseva.in/home/services	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/services.html	(from https://digitalgraminseva.in/home/index)
17:54:24	13908/13908	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:22%20GMT	https://digitalgraminseva.in/home/commission_chart	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/commission_chart.html	(from https://digitalgraminseva.in/home/index)
17:54:24	74924/74924	---M--	200	added ('OK')	image/jpeg	etag:%2206f1d517d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider1.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider1.jpg	(from https://digitalgraminseva.in/home/index)
17:54:25	101604/101604	---M--	200	added ('OK')	image/jpeg	etag:%2209c4e527d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider1-mobile.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider1-mobile.jpg	(from https://digitalgraminseva.in/home/index)
17:54:25	127341/127341	---M--	200	added ('OK')	image/jpeg	etag:%2206f1d517d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider2.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider2.jpg	(from https://digitalgraminseva.in/home/index)
17:54:25	109466/109466	---M--	200	added ('OK')	image/jpeg	etag:%2206f1d517d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider2-mobile.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider2-mobile.jpg	(from https://digitalgraminseva.in/home/index)
17:54:26	71786/71786	---M--	200	added ('OK')	image/jpeg	etag:%22042ec4f7d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider3.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider3.jpg	(from https://digitalgraminseva.in/home/index)
17:54:26	105460/105460	---M--	200	added ('OK')	image/jpeg	etag:%22042ec4f7d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider3-mobile.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider3-mobile.jpg	(from https://digitalgraminseva.in/home/index)
17:54:27	140392/140392	---M--	200	added ('OK')	image/jpeg	etag:%22042ec4f7d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider4.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider4.jpg	(from https://digitalgraminseva.in/home/index)
17:54:27	121508/121508	---M--	200	added ('OK')	image/png	etag:%220ac614ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/banking_service.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/banking_service.png	(from https://digitalgraminseva.in/home/index)
17:54:28	172436/172436	---M--	200	added ('OK')	image/jpeg	etag:%22015bb4e7d1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/slider4-mobile.jpg	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/slider4-mobile.jpg	(from https://digitalgraminseva.in/home/index)
17:54:28	115351/115351	---M--	200	added ('OK')	image/png	etag:%22052a411ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/bill_payment.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/bill_payment.png	(from https://digitalgraminseva.in/home/index)
17:54:28	100135/100135	---M--	200	added ('OK')	image/png	etag:%2207fd512ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/government_services.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/government_services.png	(from https://digitalgraminseva.in/home/index)
17:54:29	123131/123131	---M--	200	added ('OK')	image/png	etag:%2207fd512ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/company_registration.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/company_registration.png	(from https://digitalgraminseva.in/home/index)
17:54:29	125209/125209	---M--	200	added ('OK')	image/png	etag:%220ac614ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/tax_filing_services.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/tax_filing_services.png	(from https://digitalgraminseva.in/home/index)
17:54:29	159744/159744	---M--	200	added ('OK')	image/png	etag:%22052a411ad1d91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/home/travel_booking.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/home/travel_booking.png	(from https://digitalgraminseva.in/home/index)
17:54:30	2053/2053	---M--	200	added ('OK')	image/png	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/service-icons/bank.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/service-icons/bank.png	(from https://digitalgraminseva.in/home/index)
17:54:31	18684/18684	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:29%20GMT	https://digitalgraminseva.in/home/account_opening	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/account_opening.html	(from https://digitalgraminseva.in/home/index)
17:54:31	19022/19022	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:30%20GMT	https://digitalgraminseva.in/home/Demat_Account_Opening_Services	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/Demat_Account_Opening_Services.html	(from https://digitalgraminseva.in/home/index)
17:54:31	18849/18849	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:30%20GMT	https://digitalgraminseva.in/home/credit_card_apply	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/credit_card_apply.html	(from https://digitalgraminseva.in/home/index)
17:54:32	17917/17917	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:31%20GMT	https://digitalgraminseva.in/home/loan_apply	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/loan_apply.html	(from https://digitalgraminseva.in/home/index)
17:54:32	19222/19222	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:31%20GMT	https://digitalgraminseva.in/home/mini_atm	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/mini_atm.html	(from https://digitalgraminseva.in/home/index)
17:54:33	18586/18586	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:32%20GMT	https://digitalgraminseva.in/home/money_transfer	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/money_transfer.html	(from https://digitalgraminseva.in/home/index)
17:54:33	18506/18506	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:32%20GMT	https://digitalgraminseva.in/home/cash_deposit	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/cash_deposit.html	(from https://digitalgraminseva.in/home/index)
17:54:34	19281/19281	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:33%20GMT	https://digitalgraminseva.in/home/mucility_bill	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/mucility_bill.html	(from https://digitalgraminseva.in/home/index)
17:54:35	18684/18684	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:33%20GMT	https://digitalgraminseva.in/home/aadhar_pay	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/aadhar_pay.html	(from https://digitalgraminseva.in/home/index)
17:54:35	20238/20238	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:34%20GMT	https://digitalgraminseva.in/home/aeps	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/aeps.html	(from https://digitalgraminseva.in/home/index)
17:54:35	12672/12672	---M--	200	added ('OK')	image/png	etag:%220bb36ae5f8ed91:0%22	https://digitalgraminseva.in/Content/HomePageV3/images/service-icons/government.png	C:/My%20Web%20Sites/p1/digitalgraminseva.in/Content/HomePageV3/images/service-icons/government.png	(from https://digitalgraminseva.in/home/index)
17:54:36	18025/18025	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:34%20GMT	https://digitalgraminseva.in/home/aadhar_update	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/aadhar_update.html	(from https://digitalgraminseva.in/home/index)
17:54:36	20268/20268	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:35%20GMT	https://digitalgraminseva.in/home/aadhar_udyog	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/aadhar_udyog.html	(from https://digitalgraminseva.in/home/index)
17:54:36	19399/19399	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:35%20GMT	https://digitalgraminseva.in/home/voter_id	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/voter_id.html	(from https://digitalgraminseva.in/home/index)
17:54:37	19004/19004	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:35%20GMT	https://digitalgraminseva.in/home/driving_licence	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/driving_licence.html	(from https://digitalgraminseva.in/home/index)
17:54:38	24681/24681	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:36%20GMT	https://digitalgraminseva.in/home/E_Shram_Card_Apply	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/E_Shram_Card_Apply.html	(from https://digitalgraminseva.in/home/index)
17:54:38	18525/18525	---M-Z	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2012:24:36%20GMT	https://digitalgraminseva.in/home/pan_card	C:/My%20Web%20Sites/p1/digitalgraminseva.in/home/pan_card.html	(from https://digitalgraminseva.in/home/index)
